"","ID","cv_window","cv_value","k_cv_value","full_length","species_names","Binomial","Replicate","Excluded_LPR_2022","Citation","Class","Order","Family","Genus","Species","Subspecies","Authority","Common_name","Location","Country","All_countries","Region","IPBES_region","IPBES_subregion","Latitude","Longitude","Specific_location","System","T_realm","T_biome","FW_realm","FW_biome","M_realm","M_ocean","M_biome","Migratory_fw_fish","Units","Method","start_year","end_year","unique_years","is_continuous","new_species","PValue_lm","PValue_mk","DetrendNeeded_lm","DetrendNeeded_mk","GBIF_ID"
"782",27803,5,0.567684204041119,0.478975151868023,FALSE,"Myotis daubentonii","Myotis_daubentonii",0,0,"Fuszara, E. et al. (2010) ‘Population changes in natterer’s bat Myotis nattereri and daubenton’s bat M. daubentonii in winter roosts of Central Poland’, Polish Journal of Ecology, 58(4), pp. 769–782.","Mammalia","Chiroptera","Vespertilionidae","Myotis","daubentonii","","Kuhl, 1817","Daubenton's bat","Osowiec Fortress, Central Fort","Poland","Poland","Europe","Europe and Central Asia","Central and Western Europe",53.473871,22.664342,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of overwintering individuals","Direct counts of overwintering bats",1993,2008,16,TRUE,"Myotis daubentonii",0.038964471171859,0.0377681873084285,TRUE,TRUE,2432439
"783",27804,5,0.386593348785441,0.355744089474298,FALSE,"Myotis daubentonii","Myotis_daubentonii",0,0,"Fuszara, E. et al. (2010) ‘Population changes in natterer’s bat Myotis nattereri and daubenton’s bat M. daubentonii in winter roosts of Central Poland’, Polish Journal of Ecology, 58(4), pp. 769–782.","Mammalia","Chiroptera","Vespertilionidae","Myotis","daubentonii","","Kuhl, 1817","Daubenton's bat","Drozdowo site, near Lomza","Poland","Poland","Europe","Europe and Central Asia","Central and Western Europe",53.149285,22.171946,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of overwintering individuals","Direct counts of overwintering bats",2001,2008,8,TRUE,"Myotis daubentonii",0.00261588219129046,0.0248218890441964,TRUE,TRUE,2432439
"784",27805,5,0.186512069333654,0.182980497297265,FALSE,"Lynx lynx","Lynx_lynx",0,0,"?ervený, J. et al. (2019) ‘The change in the attitudes of Czech hunters towards Eurasian lynx: Is poaching restricting lynx population growth?’, Journal for Nature Conservation, 47, pp. 28–37. doi: 10.1016/j.jnc.2018.11.002.","Mammalia","Carnivora","Felidae","Lynx","lynx","","Linnaeus, 1758","Eurasian lynx","Chzechia","Czechia","Czechia","Europe","Europe and Central Asia","Central and Western Europe",49.75,15,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Estimate based on camera trapping and non invasive genetic sampling",2000,2015,16,TRUE,"Lynx lynx",0.492206213132624,0.498589426223109,FALSE,FALSE,2435240
"785",27818,5,0.0244410233026355,0.0244319954932359,FALSE,"Lynx lynx","Lynx_lynx",0,0,"Bego, F. (2007) The Lynx (Lynx lynx) Action Plan-Albania. Tirana: The Republic of Albania Ministry of Environment, Forest and Water Administration. Available at: 10.13140/2.1.2870.9443 (Accessed: 22 March 2021).","Mammalia","Carnivora","Felidae","Lynx","lynx","","Linnaeus, 1758","Eurasian lynx","Albania","Albania","Albania","Europe","Europe and Central Asia","Central and Western Europe",41,20,0,"Terrestrial","Palearctic","Mediterranean forests, woodlands and scrub","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Official General Directorate of Forest and Pastures statistics",2000,2006,7,TRUE,"Lynx lynx",0.192030598893062,0.234482607093185,FALSE,FALSE,2435240
"786",27819,5,0.162887629622941,0.160406004281935,FALSE,"Lynx lynx","Lynx_lynx",0,0,"Sidorovich, V. E. (2006) ‘Relationship between prey availability and population dynamics of the Eurasian lynx and its diet in northern Belarus’, Acta Theriologica, 51(3), pp. 265–274. doi: 10.1007/BF03192678.","Mammalia","Carnivora","Felidae","Lynx","lynx","","Linnaeus, 1758","Eurasian lynx","Gorodok and Rossony districts, Northern Belarus, Vitebsk region","Belarus","Belarus","Europe","Europe and Central Asia","Eastern Europe",55,29.5,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of tracks/km/day","Transect surveys",1985,2004,20,TRUE,"Lynx lynx",0.0000000073118463760548,0.00000333013362348721,TRUE,TRUE,2435240
"787",27824,7,0.0494003726422616,0.049320379898824,FALSE,"Capra ibex","Capra_ibex",0,0,"De Danieli, C. and Sarasa, M. (2015) ‘Population estimates, density–dependence and the risk of disease outbreaks in the Alpine ibex Capra ibex’, Animal Biodiversity and Conservation, 38(1), pp. 101–119.","Mammalia","Artiodactyla","Bovidae","Capra","ibex","","(Linnaeus, 1758)","Alpine ibex","Switzerland","Switzerland","Switzerland","Europe","Europe and Central Asia","Central and Western Europe",46.743032,8.229347,0,"Terrestrial","Palearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL","NULL",0,"Estimated abundance","Population dataset created from an extensive literature search. Incorporates different sources to create national population trend. ",1975,2013,39,TRUE,"Capra ibex",0.000000000000592244383196151,0.000000000629508737145019,TRUE,TRUE,2441055
"788",27825,7,0.0630905885941806,0.0628787319037697,FALSE,"Capra ibex","Capra_ibex",0,0,"De Danieli, C. and Sarasa, M. (2015) ‘Population estimates, density–dependence and the risk of disease outbreaks in the Alpine ibex Capra ibex’, Animal Biodiversity and Conservation, 38(1), pp. 101–119.","Mammalia","Artiodactyla","Bovidae","Capra","ibex","","(Linnaeus, 1758)","Alpine ibex","Italy","Italy","Italy","Europe","Europe and Central Asia","Central and Western Europe",46.08744,9.614956,0,"Terrestrial","Palearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL","NULL",0,"Estimated abundance","Population dataset created from an extensive literature search. Incorporates different sources to create national population trend. ",1975,2013,39,TRUE,"Capra ibex",0.000000000000000000000000654145224729845,0.0000000000000143039575454344,TRUE,TRUE,2441055
"789",27827,7,0.0949035871102372,0.093884879467573,FALSE,"Capra ibex","Capra_ibex",0,0,"De Danieli, C. and Sarasa, M. (2015) ‘Population estimates, density–dependence and the risk of disease outbreaks in the Alpine ibex Capra ibex’, Animal Biodiversity and Conservation, 38(1), pp. 101–119.","Mammalia","Artiodactyla","Bovidae","Capra","ibex","","(Linnaeus, 1758)","Alpine ibex","French Alps","France","France","Europe","Europe and Central Asia","Central and Western Europe",45.328855,6.611764,0,"Terrestrial","Palearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL","NULL",0,"Estimated abundance","Population dataset created from an extensive literature search. Incorporates different sources to create national population trend.",1975,2013,39,TRUE,"Capra ibex",0.00000000000000000000000435496525247043,0.00000000000000000555365435220638,TRUE,TRUE,2441055
"790",27829,5,0.108955360442882,0.107078190679214,FALSE,"Lynx lynx","Lynx_lynx",1,0,"Holmala, K. et al. (2018) IlveskantaSuomessa 2018 - Lynx population in Finland 2018. 30/2018. Helsinki: Luonnonvarakeskus (Luke), p. 34.","Mammalia","Carnivora","Felidae","Lynx","lynx","","Linnaeus, 1758","Eurasian lynx","Finland","Finland","Finland","Europe","Europe and Central Asia","Central and Western Europe",64,26,0,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals older than 1 year","Modelled estimate based on sightings",2004,2018,15,TRUE,"Lynx lynx",0.000383444823491633,0.00153925741850913,TRUE,TRUE,2435240
"791",27830,5,0.34915773890188,0.309872015223313,FALSE,"Lynx lynx","Lynx_lynx",0,0,"Kawata, Y. (2008) ‘Population dynamics of the lynx (Lynx lynx) in the Bialowieza Primeval Forest revisited: a statistical analysis of density-dependent migration’, Electronic Journal of Polish Agricultural Universities, 11(4), p. 6.","Mammalia","Carnivora","Felidae","Lynx","lynx","","Linnaeus, 1758","Eurasian lynx","Bia?Úowie??a Forest (Belarusian part)","Belarus","Belarus","Asia","Europe and Central Asia","Eastern Europe",52.68639,23.964222,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Data from J?Ídrzejewski et al. (1996) based on snowtracking",1950,1992,43,TRUE,"Lynx lynx",0.537826808860883,0.257912093657189,FALSE,FALSE,2435240
"792",27833,5,0.232488936471961,0.223224826514027,FALSE,"Lynx lynx","Lynx_lynx",0,0,"Breitenmoser, U. et al. (2016) The recovery of wolf Canis lupus and lynx Lynx lynx in the Alps: Biological and ecological parameters and wildlife management systems. Muri bei Bern, Switzerland: KORA.","Mammalia","Carnivora","Felidae","Lynx","lynx","","Linnaeus, 1758","Eurasian lynx","Swiss Alps","Switzerland","Switzerland","Europe","Europe and Central Asia","Central and Western Europe",46.342098,8.787229,0,"Terrestrial","Palearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL","NULL",0,"Population estimate","Data from SCALP (Status and Conservation of the Alpine Lynx Population). SCALP data for Switzerland consists of (1) game warden observations for each canton, compiled once a year by means of a simple questionnaire, (2) chance observations such as sightings and signs, known losses of lynx, number of compensations granted in cases of livestock killed by lynx, (3) opportunistic and (4) deterministic camera-trapping.",2006,2010,5,TRUE,"Lynx lynx",0.0576688856224339,0.148914673178766,FALSE,FALSE,2435240
"793",27836,4,0.117830448416059,0.116130706944912,FALSE,"Myotis myotis","Myotis_myotis",0,0,"Bernard, R. et al. (2019) ‘Long-term monitoring of a winter bat assemblage revealed large fluctuations and trends in species abundance’, European Journal of Ecology, 5(2), pp. 72–78. doi: 10.2478/eje-2019-0019.","Mammalia","Chiroptera","Vespertilionidae","Myotis","myotis","","(Borkhausen, 1797)","Greater mouse-eared bat / Mouse-eared myotis","Underground Pomeranian Wall remains southeast of the Strzaliny village","Poland","Poland","Europe","Europe and Central Asia","Central and Western Europe",53.185833,16.219722,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of overwintering individuals","Direct counts of hibernating bats once a year between 2nd and 16th February by two to four experienced observers moving along the same route each year.",1989,2019,31,TRUE,"Myotis myotis",0.0503941777462423,0.173671872478628,FALSE,FALSE,2432416
"794",27837,5,0.262830134536214,0.250511947198939,FALSE,"Myotis daubentonii","Myotis_daubentonii",0,0,"Bernard, R. et al. (2019) ‘Long-term monitoring of a winter bat assemblage revealed large fluctuations and trends in species abundance’, European Journal of Ecology, 5(2), pp. 72–78. doi: 10.2478/eje-2019-0019.","Mammalia","Chiroptera","Vespertilionidae","Myotis","daubentonii","","Kuhl, 1817","Daubenton's bat","Underground Pomeranian Wall remains southeast of the Strzaliny village","Poland","Poland","Europe","Europe and Central Asia","Central and Western Europe",53.185833,16.219722,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of overwintering individuals","Direct counts of hibernating bats once a year between 2nd and 16th February by two to four experienced observers moving along the same route each year.",1989,2019,31,TRUE,"Myotis daubentonii",0.965319172317951,0.759519055638091,FALSE,FALSE,2432439
"795",27838,3,0.144814267138046,0.140593392820183,FALSE,"Plecotus auritus","Plecotus_auritus",0,0,"Bernard, R. et al. (2019) ‘Long-term monitoring of a winter bat assemblage revealed large fluctuations and trends in species abundance’, European Journal of Ecology, 5(2), pp. 72–78. doi: 10.2478/eje-2019-0019.","Mammalia","Chiroptera","Vespertilionidae","Plecotus","auritus","","Linnaeus, 1758","Brown long-eared bat","Underground Pomeranian Wall remains southeast of the Strzaliny village","Poland","Poland","Europe","Europe and Central Asia","Central and Western Europe",53.185833,16.219722,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of overwintering individuals","Direct counts of hibernating bats once a year between 2nd and 16th February by two to four experienced observers moving along the same route each year.",1989,2019,31,TRUE,"Plecotus auritus",0.0048696435185327,0.152704996853622,TRUE,FALSE,5218507
"796",27846,3,0.0675785279561739,0.0673341841481652,FALSE,"Capreolus capreolus","Capreolus_capreolus",0,0,"British Trust for Ornithology (2021) Breeding Bird Survey - Mammal monitoring. Available at: https://www.bto.org/our-science/projects/bbs/latest-results/mammal-monitoring.","Mammalia","Artiodactyla","Cervidae","Capreolus","capreolus","","Linnaeus, 1758","European roe deer","UK","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",53.567491,-1.752603,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Index","BBS count data",1995,2019,25,TRUE,"Capreolus capreolus",0.000000000165827736248669,0.0000000405550475468838,TRUE,TRUE,5220126
"797",27847,3,0.064850141584822,0.0645422250807705,FALSE,"Capreolus capreolus","Capreolus_capreolus",1,0,"British Trust for Ornithology (2021) Breeding Bird Survey - Mammal monitoring. Available at: https://www.bto.org/our-science/projects/bbs/latest-results/mammal-monitoring.","Mammalia","Artiodactyla","Cervidae","Capreolus","capreolus","","Linnaeus, 1758","European roe deer","England","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",53.095049,-1.125932,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Index","BBS count data",1995,2019,25,TRUE,"Capreolus capreolus",0.000000077730937510581,0.00000267457563888114,TRUE,TRUE,5220126
"798",27848,3,0.107858485338217,0.106762432571289,FALSE,"Capreolus capreolus","Capreolus_capreolus",1,0,"British Trust for Ornithology (2021) Breeding Bird Survey - Mammal monitoring. Available at: https://www.bto.org/our-science/projects/bbs/latest-results/mammal-monitoring.","Mammalia","Artiodactyla","Cervidae","Capreolus","capreolus","","Linnaeus, 1758","European roe deer","Scotland","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",56.61183,-3.951059,0,"Terrestrial","Palearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL","NULL",0,"Index","BBS count data",1995,2019,25,TRUE,"Capreolus capreolus",0.000000228232626560882,0.00000267457563888114,TRUE,TRUE,5220126
"799",27849,3,0.282038846239818,0.25172913326774,FALSE,"Capreolus capreolus","Capreolus_capreolus",1,0,"British Trust for Ornithology (2021) Breeding Bird Survey - Mammal monitoring. Available at: https://www.bto.org/our-science/projects/bbs/latest-results/mammal-monitoring.","Mammalia","Artiodactyla","Cervidae","Capreolus","capreolus","","Linnaeus, 1758","European roe deer","Yorkshire and Humber","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",53.916448,-1.013561,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Index","BBS count data",1995,2019,25,TRUE,"Capreolus capreolus",0.0000118006945256026,0.0000192032187140509,TRUE,TRUE,5220126
"800",27850,3,0.176455894894008,0.172550906948052,FALSE,"Capreolus capreolus","Capreolus_capreolus",1,0,"British Trust for Ornithology (2021) Breeding Bird Survey - Mammal monitoring. Available at: https://www.bto.org/our-science/projects/bbs/latest-results/mammal-monitoring.","Mammalia","Artiodactyla","Cervidae","Capreolus","capreolus","","Linnaeus, 1758","European roe deer","East England","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",52.456252,1.160106,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Index","BBS count data",1995,2019,25,TRUE,"Capreolus capreolus",0.00221174097199704,0.00301621061672325,TRUE,TRUE,5220126
"801",27851,3,0.113092886926562,0.112006470751562,FALSE,"Capreolus capreolus","Capreolus_capreolus",1,0,"British Trust for Ornithology (2021) Breeding Bird Survey - Mammal monitoring. Available at: https://www.bto.org/our-science/projects/bbs/latest-results/mammal-monitoring.","Mammalia","Artiodactyla","Cervidae","Capreolus","capreolus","","Linnaeus, 1758","European roe deer","South East England","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",51.06984,0.339209,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Index","BBS count data",1995,2019,25,TRUE,"Capreolus capreolus",0.00148053254841674,0.00831236559750444,TRUE,TRUE,5220126
"802",27852,3,0.0864946466864876,0.08536532719701,FALSE,"Capreolus capreolus","Capreolus_capreolus",1,0,"British Trust for Ornithology (2021) Breeding Bird Survey - Mammal monitoring. Available at: https://www.bto.org/our-science/projects/bbs/latest-results/mammal-monitoring.","Mammalia","Artiodactyla","Cervidae","Capreolus","capreolus","","Linnaeus, 1758","European roe deer","South West England","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",50.987148,-2.843167,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Index","BBS count data",1995,2019,25,TRUE,"Capreolus capreolus",0.0209498680136,0.215785287870983,TRUE,FALSE,5220126
