"","Species","GBIF_ID","mean_body_mass"
"4222","Spalax ehrenbergi",4264694,147.9875
"4223","Spalax graecus",2438885,470
"4224","Spalax leucodon",4264696,192.15
"4225","Spalax microphthalmus",2438883,470
"4226","Spalax nehringi",4264693,180.65
"4227","Spalax zemni",2438881,470
"4228","Speothos venaticus",2434444,6000
"4229","Spermophilopsis leptodactylus",5219655,404.1
"4230","Spermophilus adocetus",2437290,155.52
"4231","Spermophilus alashanicus",2437315,200
"4232","Spermophilus annulatus",2437303,499.99
"4233","Spermophilus armatus",2437316,298.766666666667
"4234","Spermophilus atricapillus",2437292,550.99
"4235","Spermophilus beecheyi",2437293,583.233333333333
"4236","Spermophilus beldingi",2437317,291.293333333333
"4237","Spermophilus brevicauda",4263797,217
"4238","Spermophilus brunneus",2437305,252.5
"4239","Spermophilus canus",2437324,250
"4240","Spermophilus citellus",2437304,228.5
"4241","Spermophilus dauricus",2437294,200
"4242","Spermophilus elegans",2437319,376.4125
"4243","Spermophilus erythrogenys",2437318,228.5
"4244","Spermophilus fulvus",2437306,687.19
"4245","Spermophilus lateralis",2437297,218.572222233333
"4246","Spermophilus madrensis",2437296,217.6
"4247","Spermophilus mexicanus",2437321,154.22
"4248","Spermophilus mohavensis",2437309,220.545
"4249","Spermophilus mollis",2437328,209.905
"4250","Spermophilus musicus",2437308,136
"4251","Spermophilus pallidicauda",4263876,228.5
"4252","Spermophilus perotensis",2437298,140
"4253","Spermophilus pygmaeus",2437322,136
"4254","Spermophilus ralli",4263857,217
"4255","Spermophilus relictus",2437310,317.985
"4256","Spermophilus richardsonii",2437299,275.678333333333
"4257","Spermophilus saturatus",9456,259.366666666667
"4258","Spermophilus spilosoma",2437300,169.3
"4259","Spermophilus suslicus",2437323,252
"4260","Spermophilus tereticaudus",2437325,155.89
"4261","Spermophilus townsendii",2437313,200.886666666667
"4262","Spermophilus undulatus",2437312,700.2275
"4263","Spermophilus variegatus",2437329,663.03166665
"4264","Spermophilus washingtoni",2437314,209.045
"4265","Spermophilus xanthoprymnus",2437301,228.5
"4266","Sphaerias blanfordi",2432915,28.88
"4267","Sphaeronycteris toxophyllum",2433302,16.53
"4268","Sphiggurus insidiosus",2437606,998.32
"4269","Sphiggurus melanurus",4264792,1449.16
"4270","Sphiggurus mexicanus",2437603,2000
"4271","Sphiggurus pruinosus",4264798,736
"4272","Sphiggurus spinosus",2437605,750.78
"4273","Sphiggurus vestitus",2437607,736
"4274","Sphiggurus villosus",2437604,1750
"4275","Spilocuscus kraemeri",2440247,4155.23
"4276","Spilocuscus maculatus",9818309,4202.615
"4277","Spilocuscus papuensis",2440246,4155.23
"4278","Spilocuscus rufoniger",2440248,6000
"4279","Spilogale angustifrons",2434825,612
"4280","Spilogale gracilis",2434835,612
"4281","Spilogale putorius",2434831,572.915
"4282","Spilogale pygmaea",2434821,312.5
"4283","Steatomys bocagei",4263425,34.04
"4284","Steatomys caurinus",2438743,34.04
"4285","Steatomys krebsii",2438742,22.335
"4286","Steatomys opimus",4263426,37.5
"4287","Steatomys parvus",2438741,4.99
"4288","Steatomys pratensis",2438739,35.77
"4289","Stenella attenuata",5220050,112500
"4290","Stenella clymene",5220064,75000
"4291","Stenella coeruleoalba",5220055,117725
"4292","Stenella frontalis",5220045,99999.995
"4293","Stenella longirostris",5220060,62853.117835
"4294","Steno bredanensis",2440433,118250
"4295","Stenocephalemys albocaudata",2439016,144
"4296","Stenocephalemys griseicauda",2439017,85.75
"4297","Stenocephalemys ruppi",4264995,48.99
"4298","Stenoderma rufum",5218755,21.1
"4299","Stochomys longicaudatus",2438508,93.665
"4300","Sturnira aratathomasi",2433330,49.67
"4301","Sturnira bidens",2433323,18.05
"4302","Sturnira bogotensis",2433331,21
"4303","Sturnira erythromos",2433324,15.715
"4304","Sturnira lilium",2433327,20.95
"4305","Sturnira ludovici",2433332,21
"4306","Sturnira luisi",2433325,11.99
"4307","Sturnira magna",2433328,43.1
"4308","Sturnira mordax",2433333,11.79
"4309","Sturnira nana",2433326,6.64
"4310","Sturnira oporaphilum",4265407,21.495
"4311","Sturnira thomasi",2433329,15.46
"4312","Sturnira tildae",2433334,21.4725
"4313","Styloctenium wallacei",2432931,172.42
"4314","Stylodipus andrewsi",2439455,57.495
"4315","Stylodipus telum",2439453,57.495
"4316","Suncus aequatorius",2435519,8
"4317","Suncus etruscus",2435506,2.21
"4318","Suncus fellowesgordoni",2435513,2.33
"4319","Suncus hosei",2435522,2.33
"4320","Suncus infinitesimus",2435507,4.4
"4321","Suncus lixus",2435523,8
"4322","Suncus madagascariensis",2435514,2.4
"4323","Suncus malayanus",2435524,2.4
"4324","Suncus megalura",2435510,5.38
"4325","Suncus montanus",2435515,45.87
"4326","Suncus murinus",2435520,41.5233333333333
"4327","Suncus remyi",2435525,4.03
"4328","Suncus varilla",2435518,4.99
"4329","Suncus zeylanicus",2435505,45.87
"4330","Sundamys infraluteus",2438464,418.5
"4331","Sundamys muelleri",2438465,345.24
"4332","Sundasciurus brookei",2437472,114.05
"4333","Sundasciurus davensis",2437481,264.3
"4334","Sundasciurus fraterculus",2437486,67
"4335","Sundasciurus hippurus",2437473,335.145
"4336","Sundasciurus hoogstraali",2437478,264.3
"4337","Sundasciurus jentinki",2437482,264.3
"4338","Sundasciurus juvencus",2437474,264.3
"4339","Sundasciurus lowii",2437483,67
"4340","Sundasciurus mindanensis",2437475,264.3
"4341","Sundasciurus moellendorffi",2437479,264.3
"4342","Sundasciurus philippinensis",2437484,264.3
"4343","Sundasciurus rabori",2437476,264.3
"4344","Sundasciurus samarensis",2437485,225
"4345","Sundasciurus steerii",2437477,264.3
"4346","Sundasciurus tenuis",2437480,75
"4347","Surdisorex norae",2435503,23.57
"4348","Surdisorex polulus",2435502,16.28
"4349","Suricata suricatta",2434126,798.555555566667
"4350","Sus ahoenobarbus",4262880,102750
"4351","Sus barbatus",2441222,102750
"4352","Sus cebifrons",2441215,102750
"4353","Sus celebensis",2441221,76000
"4354","Sus oliveri",4262887,102750
"4355","Sus philippensis",2441214,102750
"4356","Sus salvanius",2441220,8000
"4357","Sus scrofa",7705930,133333.333333333
"4358","Sus verrucosus",7985855,82703.115
"4359","Syconycteris australis",2432982,17.025
"4360","Syconycteris carolinae",2432983,39.67
"4361","Syconycteris hobbit",2432981,20.06
"4362","Sylvicapra grimmia",2441187,17746.5
"4363","Sylvilagus aquaticus",2436883,2163.5025
"4364","Sylvilagus audubonii",2436910,787.896666666667
"4365","Sylvilagus bachmani",2436846,711.1
"4366","Sylvilagus brasiliensis",2436860,966.685
"4367","Sylvilagus cognatus",2436882,1207.19
"4368","Sylvilagus cunicularius",2436918,2489.54
"4369","Sylvilagus dicei",2436906,986.74
"4370","Sylvilagus floridanus",2436886,1096.7975
"4371","Sylvilagus graysoni",2436922,964.01
"4372","Sylvilagus insonus",2436921,2999.98
"4373","Sylvilagus mansuetus",2436858,707.67
"4374","Sylvilagus nuttallii",2436854,760
"4375","Sylvilagus palustris",2436840,1233
"4376","Sylvilagus robustus",2436907,1207.19
"4377","Sylvilagus transitionalis",2436905,1026.3
"4378","Sylvisorex johnstoni",2435796,3.19
"4379","Sylvisorex konganensis",2435808,5.15
"4380","Sylvisorex lunaris",2435802,18.78
"4381","Sylvisorex ollula",2435803,16.59
"4382","Sylvisorex oriundus",2435807,18.78
"4383","Sylvisorex vulcanorum",2435804,3.49
"4384","Symphalangus syndactylus",4267277,10884.75
"4385","Synaptomys borealis",2438953,21.3
"4386","Synaptomys cooperi",2438954,34.79
"4387","Syncerus caffer",2441034,567541.495
"4388","Syntheosciurus brochus",2437452,137.47
"4389","Tachyglossus aculeatus",2433378,2754.47621433333
"4390","Tachyoryctes ibeanus",4264689,202.25
"4391","Tachyoryctes macrocephalus",2438339,621.88
"4392","Tachyoryctes splendens",2438337,196.625
"4393","Tadarida aegyptiaca",2433016,18.75
"4394","Tadarida australis",2433013,36.4
"4395","Tadarida brasiliensis",2433011,12.6
"4396","Tadarida fulminans",2433015,33.89
"4397","Tadarida insignis",4266607,35
"4398","Tadarida kuboriensis",4266601,31.6
"4399","Tadarida latouchei",4266616,35
"4400","Tadarida lobata",2433012,30.39
"4401","Tadarida teniotis",2433009,35
"4402","Tadarida ventralis",2433014,37.43
"4403","Talpa altaica",2436157,113.69
"4404","Talpa caeca",8347063,71.08
"4405","Talpa caucasica",2436136,90.015
"4406","Talpa davidiana",2436158,81.98
"4407","Talpa europaea",7872906,93.5075
"4408","Talpa levantis",2436131,71.08
"4409","Talpa occidentalis",2436152,87.53
"4410","Talpa romana",2436140,92.5
"4411","Talpa stankovici",2436128,90.015
"4412","Tamandua mexicana",2436335,4614.75166666667
"4413","Tamandua tetradactyla",2436340,4104.73242433333
"4414","Tamias alpinus",2437442,38.435
"4415","Tamias amoenus",2437430,52.4666666666667
"4416","Tamias bulleri",2437440,100
"4417","Tamias canipes",2437423,66.05
"4418","Tamias cinereicollis",2437443,61.845
"4419","Tamias dorsalis",2437431,62.8
"4420","Tamias durangae",2437429,92.495
"4421","Tamias merriami",2437444,75.475
"4422","Tamias minimus",2437432,46.125
"4423","Tamias obscurus",2437424,75
"4424","Tamias ochrogenys",9767716,84
"4425","Tamias palmeri",2437436,65.07
"4426","Tamias panamintinus",2437425,55.12
"4427","Tamias quadrimaculatus",2437446,86.035
"4428","Tamias quadrivittatus",2437437,57.81
"4429","Tamias ruficaudus",2437426,58.675
"4430","Tamias rufus",2437428,57.49
"4431","Tamias senex",2437447,84
"4432","Tamias sibiricus",2437450,85
"4433","Tamias siskiyou",2437427,75
"4434","Tamias sonomae",2437448,75
"4435","Tamias speciosus",2437439,64.8825
"4436","Tamias striatus",2437438,91.8
"4437","Tamias townsendii",2437449,78.81
"4438","Tamias umbrinus",2437441,51.75
"4439","Tamiasciurus douglasii",2437281,229.8
"4440","Tamiasciurus hudsonicus",2437282,209.766666666667
"4441","Tamiasciurus mearnsi",2437280,229.8
"4442","Tamiops maritimus",2437264,66.77
"4443","Tamiops mcclellandii",7261516,45.84
"4444","Taphozous achates",7261649,25.99
"4445","Taphozous australis",5218739,24.215
"4446","Taphozous georgianus",5218743,26.215
"4447","Taphozous hamiltoni",5218734,39.15
"4448","Taphozous hildegardeae",5218735,29.37
"4449","Taphozous hilli",5218740,21.99
"4450","Taphozous kapalgensis",5218744,26.45
"4451","Taphozous longimanus",5218736,26.055
"4452","Taphozous mauritianus",5218741,27.97
"4453","Taphozous melanopogon",5218745,26.995
"4454","Taphozous nudiventris",5218737,33.245
"4455","Taphozous perforatus",5218742,24.215
"4456","Taphozous theobaldi",5218738,36.83
"4457","Taphozous troughtoni",5706796,27.475
"4458","Tapirus bairdii",2440897,270000
"4459","Tapirus indicus",2440896,296250
"4460","Tapirus pinchaque",2440899,148950
"4461","Tapirus terrestris",2440898,198791.8946
"4462","Tarsipes rostratus",2440056,9.82878956633333
"4463","Tarsius bancanus",2436487,118.445
"4464","Tarsius dentatus",4266947,141.71
"4465","Tarsius pelengensis",4266951,173
"4466","Tarsius pumilus",2436488,173
"4467","Tarsius sangirensis",4266953,173
"4468","Tarsius spectrum",2436486,182.4735831
"4469","Tarsius syrichta",2436484,114.2275
"4470","Tarsius tarsier",4266949,173
"4471","Tarsomys apoensis",2438756,114.11
"4472","Tasmacetus shepherdi",2440383,5600000
"4473","Tateomys rhinogradoides",2438701,84
"4474","Tatera brantsii",2438133,75
"4475","Tatera indica",2438134,115.413333333333
"4476","Taterillus arenarius",2439214,47
"4477","Taterillus congicus",2439219,52
"4478","Taterillus emini",2439216,52
"4479","Taterillus gracilis",2439213,50.875
"4480","Taterillus lacustris",2439215,52
"4481","Taterillus pygargus",2439217,45.45
"4482","Taurotragus derbianus",5220168,562592.69
"4483","Taurotragus oryx",5220167,310884.666666667
"4484","Taxidea taxus",2434102,7795
"4485","Tayassu pecari",2440993,31418.579095
"4486","Tayassu tajacu",2440996,19000
"4487","Tenrec ecaudatus",5218435,801.265
"4488","Tetracerus quadricornis",2441199,23000
"4489","Thallomys loringi",2437941,124.595
"4490","Thallomys nigricauda",2437943,124.595
"4491","Thallomys paedulcus",2437942,101.2
"4492","Thallomys shortridgei",2437940,124.595
"4493","Thalpomys cerradensis",2438859,23.99
"4494","Thalpomys lasiotis",2438858,23.99
"4495","Thamnomys kempi",2438823,65
"4496","Thamnomys major",4264896,65
"4497","Thamnomys venustus",2438822,63.44
"4498","Thaptomys nigrita",4265133,19.9
"4499","Theropithecus gelada",2436553,16082.055
"4500","Thomasomys apeco",4265171,87.99
"4501","Thomasomys aureus",2439176,87.99
"4502","Thomasomys baeops",2439169,77
"4503","Thomasomys bombycinus",2439161,114.5
"4504","Thomasomys caudivarius",4265166,61.365
"4505","Thomasomys cinereiventer",2439178,77
"4506","Thomasomys cinereus",2439163,77
"4507","Thomasomys cinnameus",4265167,77
"4508","Thomasomys daphne",2439179,77
"4509","Thomasomys eleusis",2439172,77
"4510","Thomasomys erro",4265168,77
"4511","Thomasomys gracilis",2439180,77
"4512","Thomasomys hudsoni",4265172,77
"4513","Thomasomys hylophilus",2439173,77
"4514","Thomasomys incanus",2439164,77
"4515","Thomasomys ischyrus",4265173,77
"4516","Thomasomys kalinowskii",2439174,77
"4517","Thomasomys ladewi",2439165,77
"4518","Thomasomys laniger",2439182,35.74
"4519","Thomasomys monochromos",2439166,56.37
"4520","Thomasomys niveipes",2439183,54.09
"4521","Thomasomys notatus",2439167,77
"4522","Thomasomys oreas",2439184,77
"4523","Thomasomys paramorum",2439175,77
"4524","Thomasomys popayanus",4265165,87.99
"4525","Thomasomys praetor",4265174,87.99
"4526","Thomasomys pyrrhonotus",2439168,82.495
"4527","Thomasomys rhoadsi",2439160,77
"4528","Thomasomys rosalinda",2439177,82.495
"4529","Thomasomys silvestris",2439170,77
"4530","Thomasomys taczanowskii",2439162,77
"4531","Thomasomys vestitus",2439171,76.5
"4532","Thomasomys vulcani",4265169,37
"4533","Thomomys bottae",2439385,120.666666666667
"4534","Thomomys bulbivorus",2439390,105.07
"4535","Thomomys clusius",2439387,101.12
"4536","Thomomys idahoensis",2439384,101.12
"4537","Thomomys mazama",2439389,80.99
"4538","Thomomys monticola",2439386,80.495
"4539","Thomomys talpoides",2439383,103.56
"4540","Thomomys townsendii",2439388,115.5
"4541","Thomomys umbrinus",2439382,90.15
"4542","Thoopterus nigrescens",2432784,66.12
"4543","Thrichomys apereoides",2439813,348.25
"4544","Thrichomys inermis",4262997,348.25
"4545","Thrichomys pachyurus",4262995,373.5
"4546","Thryonomys gregorianus",2437635,2293.57
"4547","Thryonomys swinderianus",2437636,5175.425
"4548","Thylacinus cynocephalus",2435474,25000
"4549","Thylamys cinderella",2439913,31
"4550","Thylamys elegans",2439908,35
"4551","Thylamys karimii",2439909,24.88
"4552","Thylamys macrurus",2439911,37.415
"4553","Thylamys pallidior",2439916,15.34
"4554","Thylamys pusillus",2439914,28.21
"4555","Thylamys tatei",2439910,30
"4556","Thylamys velutinus",2439906,22.345
"4557","Thylamys venustus",2439907,31
"4558","Thylogale billardierii",2440162,4666.6239225
"4559","Thylogale browni",2440169,5478
"4560","Thylogale brunii",2440170,4796
"4561","Thylogale stigmatica",2440164,4202.8675
"4562","Thylogale thetis",2440161,4200.0592645
"4563","Thyroptera discifera",2432774,3.13
"4564","Thyroptera tricolor",2432773,4.52
"4565","Tlacuatzin canescens",2439932,47.73
"4566","Tokudaia muenninki",2438054,84.65
"4567","Tokudaia osimensis",2438055,84.65
"4568","Tolypeutes matacus",2440792,1166.34599566667
"4569","Tolypeutes tricinctus",2440793,1465.72
"4570","Tomopeas ravus",5218455,5.61
"4571","Tonatia bidens",2433203,27.475
"4572","Tonatia saurophila",7261667,27.55
"4573","Trachops cirrhosus",2433300,36.9
"4574","Trachypithecus auratus",9204783,9719.6
"4575","Trachypithecus barbei",4267071,7071.5
"4576","Trachypithecus cristatus",2436542,7071.5
"4577","Trachypithecus delacouri",4267062,7325
"4578","Trachypithecus ebenus",4267084,7884.5
"4579","Trachypithecus francoisi",2436539,7604.75
"4580","Trachypithecus geei",2436536,9825
"4581","Trachypithecus germaini",4267065,7071.5
"4582","Trachypithecus hatinhensis",4267068,7884.5
"4583","Trachypithecus johnii",2436541,11725.25
"4584","Trachypithecus laotum",4267078,7604.75
"4585","Trachypithecus obscurus",2436535,7121.97
"4586","Trachypithecus phayrei",2436540,7247.88
"4587","Trachypithecus pileatus",2436538,11450
"4588","Trachypithecus poliocephalus",7262019,7604.75
"4589","Trachypithecus shortridgei",4267088,11450
"4590","Trachypithecus vetulus",2436534,7081.8
"4591","Tragelaphus angasii",5220181,110333.335
"4592","Tragelaphus buxtoni",5220178,216500.375
"4593","Tragelaphus eurycerus",5220180,289249.185
"4594","Tragelaphus imberbis",5220177,82500
"4595","Tragelaphus scriptus",5220182,51625.195
"4596","Tragelaphus spekii",5220179,87500
"4597","Tragelaphus strepsiceros",5220183,205256.23795
"4598","Tragulus javanicus",5220187,1609.82166666667
"4599","Tragulus kanchil",7261464,3850
"4600","Tragulus napu",5220186,5175
"4601","Tragulus nigricans",5706471,3850
"4602","Tragulus williamsoni",5706453,3850
"4603","Tremarctos ornatus",2433401,109250
"4604","Triaenops auritus",4265487,5.56
"4605","Triaenops furculus",8402591,5.56
"4606","Triaenops persicus",2432682,13.18
"4607","Triaenops rufus",4265485,11.14
"4608","Trichechus inunguis",2435292,313864.865
"4609","Trichechus manatus",2435296,364996.64595
"4610","Trichechus senegalensis",2435294,477000
"4611","Trichosurus arnhemensis",2440253,1993.5
"4612","Trichosurus caninus",2440251,3007.5366845
"4613","Trichosurus johnstonii",2440252,2005
"4614","Trichosurus vulpecula",2440254,2076.96064133333
"4615","Trichys fasciculata",2439429,1750
"4616","Trinomys albispinus",8909441,284.99
"4617","Trinomys dimidiatus",4262940,167.6
"4618","Trinomys iheringi",4262953,220.39
"4619","Trinomys myosuros",4262954,284.99
"4620","Trinomys setosus",4262946,284.99
"4621","Trinycteris nicefori",4265371,8.25
"4622","Tryphomys adustus",2438378,104.94
"4623","Tscherskia triton",2438828,25
"4624","Tupaia belangeri",2436268,193
"4625","Tupaia chrysogaster",2436278,159
"4626","Tupaia dorsalis",2436297,168.05
"4627","Tupaia glis",2436271,143.333333333333
"4628","Tupaia gracilis",2436279,111.95
"4629","Tupaia longipes",2436272,163.525
"4630","Tupaia minor",2436283,58.6
"4631","Tupaia moellendorffi",2436319,168.05
"4632","Tupaia montana",2436299,225.525
"4633","Tupaia nicobarica",2436288,170.25
"4634","Tupaia palawanensis",2436302,168.05
"4635","Tupaia picta",2436275,168.05
"4636","Tupaia splendidula",2436291,168.05
"4637","Tupaia tana",2436303,197.8
"4638","Tursiops aduncus",2440455,141150
"4639","Tursiops truncatus",2440447,181838.9269
"4640","Tylomys bullaris",2438537,280
"4641","Tylomys mirae",2438539,183.6
"4642","Tylomys nudicaudus",2438536,280
"4643","Tylomys tumbalensis",2438538,280
"4644","Tylomys watsoni",2438535,224
"4645","Tylonycteris pachypus",2432343,4.05
"4646","Tylonycteris robustula",2432344,7.98
"4647","Tympanoctomys barrerae",2439645,75.055
"4648","Uncia uncia",2435238,48906.25
"4649","Uranomys ruddi",2439014,41.24
"4650","Urocitellus beldingi",8428945,293.7
"4651","Urocitellus columbianus",7786966,440.3175
"4652","Urocitellus parryii",8303143,686.059379
"4653","Urocitellus richardsonii",7905336,266.3
"4654","Urocyon cinereoargenteus",2434566,4485
"4655","Urocyon littoralis",2434559,1906.835
