,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Metabolism_W,Trophic,Group,Mass_Spec_Meta_Watt,Inverse_Mass_Spec_Meta_Watt
401,5,7,Bird,Passeriformes,Lanius collurio,27,0.383,,Passerine,0.014185185,70.49608355
402,5,7,Bird,Passeriformes,Lanius excubitor,72.4,0.81088,,Passerine,0.0112,89.28571429
7208,5,7,Bird,Passeriformes,Leiothlypis celata,9.3,0.151745,,Passerine,0.016316667,61.28702758
7209,5,7,Bird,Passeriformes,Lichenostomus virescens,25,0.355,,Passerine,0.0142,70.42253521
7210,5,7,Bird,Passeriformes,Lichmera indistincta,9,0.2079,,Passerine,0.0231,43.29004329
7211,5,7,Bird,Passeriformes,Lonchura fuscans,9.5,0.0969,,Passerine,0.0102,98.03921569
7212,5,7,Bird,Passeriformes,Lonchura maja,12.8,0.14976,,Passerine,0.0117,85.47008547
7213,5,7,Bird,Passeriformes,Lonchura malacca,11.8,0.14042,,Passerine,0.0119,84.03361345
425,5,7,Bird,Passeriformes,Lonchura striata,10.1,0.19897,,Passerine,0.0197,50.76142132
428,5,7,Bird,Passeriformes,Loxia curvirostra,39.4,0.59888,,Passerine,0.0152,65.78947368
7218,5,7,Bird,Passeriformes,Loxia leucoptera,29.8,0.46992,,Passerine,0.015769128,63.41504937
7219,5,7,Bird,Passeriformes,Loxia pytiopsittacus,53.7,0.80013,,Passerine,0.0149,67.11409396
7220,5,7,Bird,Passeriformes,Loxoides bailleui,36,0.4644,,Passerine,0.0129,77.51937984
43010,5,7,Bird,Passeriformes,Lullula arborea,33.2,0.48804,,Passerine,0.0147,68.02721088
7223,5,7,Bird,Passeriformes,Luscinia svecica,20.8,0.35984,,Passerine,0.0173,57.80346821
7224,5,7,Bird,Passeriformes,Malacopteron cinereum,15.8,0.2133,,Passerine,0.0135,74.07407407
7225,5,7,Bird,Passeriformes,Manacus vitellinus,15.5,0.2325,,Passerine,0.015,66.66666667
7226,5,7,Bird,Passeriformes,Melithreptus lunatus,14.3,0.24882,,Passerine,0.0174,57.47126437
459,5,7,Bird,Passeriformes,Melospiza georgiana,14.9,0.211,,Passerine,0.014161074,70.61611374
460,5,7,Bird,Passeriformes,Melospiza melodia,19.1,0.25,,Passerine,0.013089005,76.4
7231,5,7,Bird,Passeriformes,Melozone aberti,46.6,0.73425,,Passerine,0.015756438,63.46612189
7232,5,7,Bird,Passeriformes,Melozone fusca,43.7,0.670615,,Passerine,0.015345881,65.16406582
7233,5,7,Bird,Passeriformes,Mniotilta varia,8.2,0.12727,,Passerine,0.015520732,64.42995207
7234,5,7,Bird,Passeriformes,Molothrus ater,42.5,0.6315,,Passerine,0.014858824,67.30007918
4921,5,7,Bird,Passeriformes,Motacilla alba,18.2,0.2821,,Passerine,0.0155,64.51612903
493,5,7,Bird,Passeriformes,Motacilla flava,14.7,0.257,,Passerine,0.017482993,57.19844358
4951,5,7,Bird,Passeriformes,Muscicapa striata,14.4,0.24624,,Passerine,0.0171,58.47953216
500,5,7,Bird,Passeriformes,Myiarchus crinitus,33.9,0.38307,,Passerine,0.0113,88.49557522
7243,5,7,Bird,Passeriformes,Nectarinia venusta,7.1,0.13987,,Passerine,0.0197,50.76142132
54410,5,7,Bird,Passeriformes,Nucifraga caryocatactes,147,1.346,,Passerine,0.009156463,109.2124814
7246,5,7,Bird,Passeriformes,Oriolus oriolus,64.9,0.649,,Passerine,0.01,100
7247,5,7,Bird,Passeriformes,Padda oryzivora,25.4,0.30734,,Passerine,0.0121,82.6446281
7248,5,7,Bird,Passeriformes,Parkesia noveboracensis,18.7,0.28391,,Passerine,0.015182353,65.86594343
7249,5,7,Bird,Passeriformes,Parus ater,10.8,0.2376,,Passerine,0.022,45.45454545
7250,5,7,Bird,Passeriformes,Parus atricapillus,10.3,0.25235,,Passerine,0.0245,40.81632653
7251,5,7,Bird,Passeriformes,Parus major,16.4,0.32964,,Passerine,0.0201,49.75124378
7252,5,7,Bird,Passeriformes,Parus varius,17.7,0.35931,,Passerine,0.0203,49.26108374
7253,5,7,Bird,Passeriformes,Passer domesticus,23.2,0.36888,,Passerine,0.0159,62.89308176
6121,5,7,Bird,Passeriformes,Passer montanus,17.5,0.2007,,Passerine,0.011468571,87.19481814
6131,5,7,Bird,Passeriformes,Passerculus sandwichensis,15.9,0.221,,Passerine,0.013899371,71.94570136
7258,5,7,Bird,Passeriformes,Perisoreus canadensis,71.2,0.6764,,Passerine,0.0095,105.2631579
7259,5,7,Bird,Passeriformes,Philidonyris novaehollandiae,17.3,0.31659,,Passerine,0.0183,54.64480874
7260,5,7,Bird,Passeriformes,Phylidonyris melanops,18.8,0.29328,,Passerine,0.0156,64.1025641
651,5,7,Bird,Passeriformes,Phylloscopus collybita,8.2,0.164,,Passerine,0.02,50
7263,5,7,Bird,Passeriformes,Phylloscopus sibilatrix,9.2,0.1748,,Passerine,0.019,52.63157895
652,5,7,Bird,Passeriformes,Phylloscopus trochilus,10.7,0.208,,Passerine,0.019439252,51.44230769
7266,5,7,Bird,Passeriformes,Pica hudsonia,158.9,1.196,,Passerine,0.007526746,132.8595318
65710,5,7,Bird,Passeriformes,Pica nuttalli,151.9,1.471,,Passerine,0.009684003,103.2630863
7269,5,7,Bird,Passeriformes,Pica pica,158.9,1.19175,,Passerine,0.0075,133.3333333
7270,5,7,Bird,Passeriformes,Pinicola enucleator,78.4,1.08192,,Passerine,0.0138,72.46376812
7271,5,7,Bird,Passeriformes,Pipra mentalis,12.3,0.19434,,Passerine,0.0158,63.29113924
7272,5,7,Bird,Passeriformes,Poecile atricapillus,10.3,0.252,,Passerine,0.024466019,40.87301587
684,5,7,Bird,Passeriformes,Pooecetes gramineus,21.5,0.2709,,Passerine,0.0126,79.36507937
703,5,7,Bird,Passeriformes,Protonotaria citrea,12.8,0.1984,,Passerine,0.0155,64.51612903
7041,5,7,Bird,Passeriformes,Prunella modularis,16.8,0.325,,Passerine,0.019345238,51.69230769
705,5,7,Bird,Passeriformes,Psaltriparus minimus,5.5,0.121,,Passerine,0.022,45.45454545
7281,5,7,Bird,Passeriformes,Pycnonotus finlaysoni,26.3,0.22092,,Passerine,0.0084,119.047619
7282,5,7,Bird,Passeriformes,Pycnonotus goiavier,28.6,0.24596,,Passerine,0.0086,116.2790698
7283,5,7,Bird,Passeriformes,Pyrrhula pyrrhula,30.4,0.55328,,Passerine,0.0182,54.94505495
737,5,7,Bird,Passeriformes,Regulus regulus,5.5,0.14575,,Passerine,0.0265,37.73584906
7442,5,7,Bird,Passeriformes,Riparia riparia,13.6,0.23256,,Passerine,0.0171,58.47953216
7288,5,7,Bird,Passeriformes,Saxicola rubetra,14.3,0.24167,,Passerine,0.0169,59.17159763
75610,5,7,Bird,Passeriformes,Sayornis phoebe,21.6,0.34344,,Passerine,0.0159,62.89308176
7291,5,7,Bird,Passeriformes,Scardefella inca,40.5,0.2511,,Passerine,0.0062,161.2903226
7292,5,7,Bird,Passeriformes,Seiurus aurocapilla,19,0.24475,,Passerine,0.012881579,77.63023493
774,5,7,Bird,Passeriformes,Serinus canaria,13.3,0.22743,,Passerine,0.0171,58.47953216
7295,5,7,Bird,Passeriformes,Setophaga americana,7,0.122375,,Passerine,0.017482143,57.20122574
7296,5,7,Bird,Passeriformes,Setophaga caerulescens,9.4,0.18601,,Passerine,0.019788298,50.53491748
7297,5,7,Bird,Passeriformes,Setophaga citrina,12,0.21538,,Passerine,0.017948333,55.71547962
7298,5,7,Bird,Passeriformes,Setophaga coronata,11.5,0.1895,,Passerine,0.016478261,60.68601583
7299,5,7,Bird,Passeriformes,Setophaga dominica,9.8,0.1604,,Passerine,0.016367347,61.09725686
7300,5,7,Bird,Passeriformes,Setophaga palmarum,9.8,0.1554,,Passerine,0.015857143,63.06306306
7301,5,7,Bird,Passeriformes,Setophaga pinus,12,0.1795,,Passerine,0.014958333,66.85236769
7811,5,7,Bird,Passeriformes,Sialia mexicana,27.5,0.423,,Passerine,0.015381818,65.01182033
7304,5,7,Bird,Passeriformes,Spermestes cucullatus,10.62,0.077526,,Passerine,0.0073,136.9863014
7305,5,7,Bird,Passeriformes,Spinus pinus,14,0.3003,,Passerine,0.02145,46.62004662
7306,5,7,Bird,Passeriformes,Spinus spinus,14,0.2912,,Passerine,0.0208,48.07692308
7307,5,7,Bird,Passeriformes,Spinus tristis,13.6,0.4108,,Passerine,0.030205882,33.10613437
7308,5,7,Bird,Passeriformes,Spizella arborea,16.6,0.32868,,Passerine,0.0198,50.50505051
802,5,7,Bird,Passeriformes,Spizella passerina,11.9,0.19397,,Passerine,0.0163,61.34969325
813,5,7,Bird,Passeriformes,Sturnus vulgaris,75,0.877,,Passerine,0.011693333,85.51881414
7313,5,7,Bird,Passeriformes,Sylvia atricapilla,21.9,0.4161,,Passerine,0.019,52.63157895
819,5,7,Bird,Passeriformes,Sylvia borin,24.8,0.416,,Passerine,0.016774194,59.61538462
820,5,7,Bird,Passeriformes,Sylvia curruca,10.6,0.199,,Passerine,0.018773585,53.26633166
7318,5,7,Bird,Passeriformes,Sylvia nisoria,21.4,0.32314,,Passerine,0.0151,66.22516556
7319,5,7,Bird,Passeriformes,Taeniopygia castanotis,11.7,0.22815,,Passerine,0.0195,51.28205128
7320,5,7,Bird,Passeriformes,Tarsiger cyanurus,14.8,0.2368,,Passerine,0.016,62.5
7321,5,7,Bird,Passeriformes,Thamnophilus punctatus,21,0.3444,,Passerine,0.0164,60.97560976
7322,5,7,Bird,Passeriformes,Tiaris canora,7.8,0.15522,,Passerine,0.0199,50.25125628
8741,5,7,Bird,Passeriformes,Troglodytes troglodytes,9,0.213,,Passerine,0.023666667,42.25352113
878,5,7,Bird,Passeriformes,Turdus iliacus,58,0.722,,Passerine,0.012448276,80.33240997
7327,5,7,Bird,Passeriformes,Turdus merula,82.6,0.93338,,Passerine,0.0113,88.49557522
879,5,7,Bird,Passeriformes,Turdus philomelos,62.8,0.726,,Passerine,0.01156051,86.50137741
880,5,7,Bird,Passeriformes,Turdus viscivorus,108.2,1.10364,,Passerine,0.0102,98.03921569
881,5,7,Bird,Passeriformes,Turdus viscivorus,108.2,1.10364,,Passerine,0.0102,98.03921569
883,5,7,Bird,Passeriformes,Tyrannus tyrannus,35.7,0.43554,,Passerine,0.0122,81.96721311
7334,5,7,Bird,Passeriformes,Uraeginthus bengalis,9.1,0.1547,,Passerine,0.017,58.82352941
7335,5,7,Bird,Passeriformes,Vermivora cyanoptera,7.8,0.1505,,Passerine,0.019294872,51.82724252
7336,5,7,Bird,Passeriformes,Vermivora pinus,7.8,0.14976,,Passerine,0.0192,52.08333333
7337,5,7,Bird,Passeriformes,Vidua paradisaea,10.5,0.19425,,Passerine,0.0185,54.05405405
7338,5,7,Bird,Passeriformes,Xiphorhynchus guttatus,45.2,0.44748,,Passerine,0.0099,101.010101
902,5,7,Bird,Passeriformes,Zonotrichia albicollis,20.2,0.278,,Passerine,0.013762376,72.6618705
903,5,7,Bird,Passeriformes,Zonotrichia leucophrys,26.1,0.336,,Passerine,0.012873563,77.67857143
904,5,7,Bird,Passeriformes,Zonotrichia querula,33.3,0.44622,,Passerine,0.0134,74.62686567
7345,5,7,Bird,Passeriformes,Zosterops lateralis,11,0.1485,,Passerine,0.0135,74.07407407
7346,5,7,Bird,Pelecaniformes,Ardea herodias,1870,6.171,,Non passerine,0.0033,303.030303
108,5,7,Bird,Pelecaniformes,Botaurus lentiginosus,600,2.7,,Non passerine,0.0045,222.2222222
7349,5,7,Bird,Pelecaniformes,Eudocimus albus,940,4.136,,Non passerine,0.0044,227.2727273
7350,5,7,Bird,Pelecaniformes,Pelecanus conspicillatus,5090,18.324,,Non passerine,0.0036,277.7777778
7351,5,7,Bird,Pelecaniformes,Pelecanus occidentalis,3038,10.3292,,Non passerine,0.0034,294.1176471
7352,5,7,Bird,Phoenicopteriformes,Phoenicopterus ruber,3040,15.2,,Non passerine,0.005,200
7353,5,7,Bird,Piciformes,Dendrocopos major,117,1.0413,,Non passerine,0.0089,112.3595506
7354,5,7,Bird,Piciformes,Jynx torquilla,31.8,0.35934,,Non passerine,0.0113,88.49557522
4561,5,7,Bird,Piciformes,Melanerpes formicivorus,73,0.737,,Non passerine,0.01009589,99.05020353
7357,5,7,Bird,Piciformes,Picoides major,117,1.0413,,Non passerine,0.0089,112.3595506
658,5,7,Bird,Piciformes,Picoides pubescens,21.7,0.383,,Non passerine,0.01764977,56.65796345
7360,5,7,Bird,Procellariiformes,Bulweria bulwerii,87,0.513975,,Non passerine,0.005907759,169.2689333
7361,5,7,Bird,Procellariiformes,Diomedea chrysostoma,3753,8.6319,,Non passerine,0.0023,434.7826087
23410,5,7,Bird,Procellariiformes,Diomedea exulans,8130,20.325,,Non passerine,0.0025,400
7364,5,7,Bird,Procellariiformes,Diomedea immutabilis,2522,7.566,,Non passerine,0.003,333.3333333
7365,5,7,Bird,Procellariiformes,Macronectes giganteus,4780,13.384,,Non passerine,0.0028,357.1428571
7366,5,7,Bird,Procellariiformes,Oceanodroma furcata,44.6,0.45046,,Non passerine,0.0101,99.00990099
7367,5,7,Bird,Procellariiformes,Pelecanoides urinatrix,136,1.4008,,Non passerine,0.0103,97.08737864
7368,5,7,Bird,Procellariiformes,Phoebastria immutabilis,2522,7.462,,Non passerine,0.002958763,337.9790941
7369,5,7,Bird,Procellariiformes,Pterodroma phaeopygia,425,5.27,,Non passerine,0.0124,80.64516129
7370,5,7,Bird,Procellariiformes,Puffinus griseus,740,2.886,,Non passerine,0.0039,256.4102564
7371,5,7,Bird,Procellariiformes,Puffinus nativitatis,307.6,1.48808,,Non passerine,0.004837711,206.7093167
7372,5,7,Bird,Procellariiformes,Thalassarche chrysostoma,3753,8.5312,,Non passerine,0.002273168,439.9146662
7373,5,7,Bird,Psittaciformes,Agapornis fischeri,56.7,0.52731,,Non passerine,0.0093,107.5268817
7374,5,7,Bird,Psittaciformes,Agapornis roseicollis,48.4,0.46464,,Non passerine,0.0096,104.1666667
92,5,7,Bird,Psittaciformes,Barnardius zonarius,137,0.7124,,Non passerine,0.0052,192.3076923
7377,5,7,Bird,Psittaciformes,Cacactua tenuirostris,549.9,3.18942,,Non passerine,0.0058,172.4137931
114,5,7,Bird,Psittaciformes,Cacatua galerita,776.1,3.41484,,Non passerine,0.0044,227.2727273
7380,5,7,Bird,Psittaciformes,Eolophus roseicapilla,268.7,1.248,,Non passerine,0.004644585,215.3044872
7381,5,7,Bird,Psittaciformes,Eolophus roseicapillus,268.7,1.23602,,Non passerine,0.0046,217.3913043
458,5,7,Bird,Psittaciformes,Melopsittacus undulatus,25.2,0.3035,,Non passerine,0.012043651,83.03130148
7384,5,7,Bird,Psittaciformes,Myiopsitta monachus,80.4,0.5189,,Non passerine,0.00645398,154.943149
7385,5,7,Bird,Psittaciformes,Neophema petrophila,48.4,0.63404,,Non passerine,0.0131,76.33587786
7386,5,7,Bird,Psittaciformes,Nymphicus hollandicus,85.6,0.6848,,Non passerine,0.008,125
7387,5,7,Bird,Sphenisciformes,Aptenodytes patagonica,11080,22.16,,Non passerine,0.002,500
7388,5,7,Bird,Sphenisciformes,Aptenodytes patagonicus,13270,25.889,,Non passerine,0.001950942,512.5729074
7389,5,7,Bird,Sphenisciformes,Eudyptes chrysolophus,3870,8.514,,Non passerine,0.0022,454.5454545
7390,5,7,Bird,Sphenisciformes,Eudyptes cristatus,2330,5.825,,Non passerine,0.0025,400
7391,5,7,Bird,Sphenisciformes,Eudyptula minor,960,3.744,,Non passerine,0.0039,256.4102564
7392,5,7,Bird,Sphenisciformes,Megadyptes antipodes,4800,11.52,,Non passerine,0.0024,416.6666667
7393,5,7,Bird,Sphenisciformes,Pygoscelis adeliae,3970,12.307,,Non passerine,0.0031,322.5806452
7394,5,7,Bird,Sphenisciformes,Pygoscelis papua,6290,18.87,,Non passerine,0.003,333.3333333
7395,5,7,Bird,Sphenisciformes,Spheniscus humboldti,3870,9.675,,Non passerine,0.0025,400
2610,5,7,Bird,Strigiformes,Aegolius acadicus,124,0.654,,Non passerine,0.005274194,189.6024465
7398,5,7,Bird,Strigiformes,Asio flammeus,406,1.2992,,Non passerine,0.0032,312.5
78,5,7,Bird,Strigiformes,Asio otus,252,0.954,,Non passerine,0.003785714,264.1509434
7401,5,7,Bird,Strigiformes,Bubo scandiacus,2026,4.2244,,Non passerine,0.002085094,479.5947353
110,5,7,Bird,Strigiformes,Bubo virginianus,1450,5.22,,Non passerine,0.0036,277.7777778
7404,5,7,Bird,Strigiformes,Glaucidium cuculoides,163,0.8639,,Non passerine,0.0053,188.6792453
7405,5,7,Bird,Strigiformes,Glaucidium gnoma,54,0.4428,,Non passerine,0.0082,121.9512195
7406,5,7,Bird,Strigiformes,Megascops asio,166,0.586,,Non passerine,0.00353012,283.2764505
7407,5,7,Bird,Strigiformes,Micrathene whitneyi,45.9,0.259435,,Non passerine,0.005652179,176.9229287
7408,5,7,Bird,Strigiformes,Nyctea scandiaca,2026,4.2546,,Non passerine,0.0021,476.1904762
7409,5,7,Bird,Strigiformes,Otus asio,166,0.581,,Non passerine,0.0035,285.7142857
7410,5,7,Bird,Strigiformes,Otus trichopsis,120,0.444,,Non passerine,0.0037,270.2702703
7411,5,7,Bird,Strigiformes,Strix aluco,520,2.08,,Non passerine,0.004,250
8101,5,7,Bird,Strigiformes,Strix occidentalis,571,2.675,,Non passerine,0.004684764,213.4579439
7414,5,7,Bird,Struthioniformes,Casuarius bennetti,17600,24.64,,Non passerine,0.0014,714.2857143
811,5,7,Bird,Struthioniformes,Struthio camelus,1e+05,60,Herbivore,Non passerine,6e-04,1666.666667
7417,5,7,Bird,Suliformes,Anhinga anhinga,1040,3.2258,,Non passerine,0.003101731,322.4006448
7418,5,7,Bird,Suliformes,Anhinga rufa,1040,3.224,,Non passerine,0.0031,322.5806452
7419,5,7,Bird,Suliformes,Fregata magnificens,1078,2.8028,,Non passerine,0.0026,384.6153846
636,5,7,Bird,Suliformes,Phalacrocorax auritus,1330,5.453,,Non passerine,0.0041,243.902439
814,5,7,Bird,Suliformes,Sula dactylatra,1289,5.5209,,Non passerine,0.004283088,233.4764259
7424,5,7,Bird,Trochiliformes,Chlorostilbon mellisugus,2.9,0.145,,Non passerine,0.05,20
7425,5,7,Bird,Trochiliformes,Patagona gigas,19.1,0.2865,,Non passerine,0.015,66.66666667
7426,5,7,Bird,Trochiliformes,Sephanoides sephaniodes,5.74,0.102172,,Non passerine,0.0178,56.17977528
7427,5,7,Bird,Trogoniformes,Trogon rufus,53,0.4293,,Non passerine,0.0081,123.4567901
7428,5,7,Bird,Turniciformes,Turnix suscitator,58.1,0.38927,,Non passerine,0.0067,149.2537313
7429,6,8,Prokaryote,Acholeplasmatales,Acholeplasma laidlawii,4e-14,1.52325928412975e-17,,Heterotrophic prokaryotes,0.000380815,2625.948216
7430,6,8,Prokaryote,Actinomycetales,Arthrobacter crystallopoietes,1.7e-12,1.55311060537859e-16,,Heterotrophic prokaryotes,9.13594473752112e-05,10945.77549
73,6,8,Prokaryote,Actinomycetales,Arthrobacter globiformis,2e-13,1.00716299465576e-16,,Heterotrophic prokaryotes,0.000503581,1985.775898
7433,6,8,Prokaryote,Actinomycetales,Arthrobacter sp.,1.5e-12,8.22235026376901e-16,,Heterotrophic prokaryotes,0.000548157,1824.295915
7434,6,8,Prokaryote,Actinomycetales,Micrococcus lysodeikticus,1.1e-12,5.38580961174448e-15,,Heterotrophic prokaryotes,0.004896191,204.2404168
498,6,8,Prokaryote,Actinomycetales,Mycobacterium phlei,4e-13,1.52325928412975e-15,,Heterotrophic prokaryotes,0.003808148,262.5948216
499,6,8,Prokaryote,Actinomycetales,Mycobacterium tuberculosis,2e-13,1.19684658038766e-16,,Heterotrophic prokaryotes,0.000598423,1671.057956
7441,6,8,Prokaryote,Actinomycetales,Nocardia asteroides,1e-13,3.79141706607127e-16,,Heterotrophic prokaryotes,0.003791417,263.7536263
533,6,8,Prokaryote,Actinomycetales,Nocardia corallina,2.1e-12,1.63076613564752e-15,,Heterotrophic prokaryotes,0.000776555,1287.738293
7444,6,8,Prokaryote,Actinomycetales,Sarcina flava,1.1e-12,7.53715440845493e-15,,Heterotrophic prokaryotes,0.006851959,145.9436732
754,6,8,Prokaryote,Actinomycetales,Sarcina lutea,1.1e-12,3.59053974116299e-16,,Heterotrophic prokaryotes,0.000326413,3063.606252
86,6,8,Prokaryote,Bacillales,Bacillus cereus,3.7e-12,1.40901483782002e-14,,Heterotrophic prokaryotes,0.003808148,262.5948216
7450,6,8,Prokaryote,Bacillales,Bacillus firmus,9e-13,5.34452767144986e-15,,Heterotrophic prokaryotes,0.005938364,168.396546
87,6,8,Prokaryote,Bacillales,Bacillus megaterium,7e-12,1.05520161718369e-14,,Heterotrophic prokaryotes,0.001507431,663.3803328
7456,6,8,Prokaryote,Bacillales,Bacillus popilliae,8e-13,2.92350231600676e-16,,Heterotrophic prokaryotes,0.000365438,2736.443873
7457,6,8,Prokaryote,Bacillales,Bacillus pumilus,7e-13,1.5987903290662e-15,,Heterotrophic prokaryotes,0.002283986,437.8310197
7458,6,8,Prokaryote,Bacillales,Bacillus stearothermophilus,7e-13,6.32793805956555e-16,,Heterotrophic prokaryotes,0.000903991,1106.205518
88,6,8,Prokaryote,Bacillales,Bacillus subtilis,1.4e-12,2.11040323436738e-15,,Heterotrophic prokaryotes,0.001507431,663.3803328
7464,6,8,Prokaryote,Bacillales,Sporosarcina ureae,3.8e-12,2.08299540015482e-14,,Heterotrophic prokaryotes,0.005481567,182.4295915
803,6,8,Prokaryote,Bacillales,Staphylococcus aureus,1.05e-13,6.25812214520197e-17,,Heterotrophic prokaryotes,0.000596012,1677.819601
7471,6,8,Prokaryote,Bacillales,Staphylococcus epidermidis,5e-13,6.16676269782676e-15,,Heterotrophic prokaryotes,0.012333525,81.07981846
7472,6,8,Prokaryote,Bdellovibrionales,Bdellovibrio bacteriovorus,3e-13,3.42597927657042e-15,,Heterotrophic prokaryotes,0.011419931,87.56620393
13,6,8,Prokaryote,Burkholderiales,Achromobacter sp.,6e-13,2.30225807385532e-15,,Heterotrophic prokaryotes,0.003837097,260.6137022
7475,6,8,Prokaryote,Burkholderiales,Achromobacter viscosus,6e-13,9.59274197439718e-15,,Heterotrophic prokaryotes,0.015987903,62.54728852
7476,6,8,Prokaryote,Burkholderiales,Achromobacter xerosis,5e-13,5.25316822407465e-15,,Heterotrophic prokaryotes,0.010506336,95.18065645
7477,6,8,Prokaryote,Burkholderiales,Burkholderia sp.,7e-13,6.71491938207803e-15,,Heterotrophic prokaryotes,0.009592742,104.2454809
7478,6,8,Prokaryote,Burkholderiales,Contagious equine,4e-13,1.82718894750422e-17,,Heterotrophic prokaryotes,4.56797236876056e-05,21891.55098
7479,6,8,Prokaryote,Burkholderiales,Hydrogenomonas eutropha,8e-13,2.42182813928583e-14,,Heterotrophic prokaryotes,0.030272852,33.03289722
7480,6,8,Prokaryote,Burkholderiales,Hydrogenomonas facilis,3e-13,9.59274197439718e-16,,Heterotrophic prokaryotes,0.003197581,312.7364426
7481,6,8,Prokaryote,Burkholderiales,Hydrogenomonas ruhlandii,2e-13,1.37039171062817e-15,,Heterotrophic prokaryotes,0.006851959,145.9436732
709,6,8,Prokaryote,Burkholderiales,Pseudomonas acidovorans,8e-13,4.75069126351098e-15,,Heterotrophic prokaryotes,0.005938364,168.396546
7484,6,8,Prokaryote,Burkholderiales,Pseudomonas desmolytica,8e-13,5.48156684251267e-15,,Heterotrophic prokaryotes,0.006851959,145.9436732
7485,6,8,Prokaryote,Burkholderiales,Pseudomonas sp.,8e-13,4.75069126351098e-15,,Heterotrophic prokaryotes,0.005938364,168.396546
7486,6,8,Prokaryote,Burkholderiales,Sphaerotilus natans,6.5e-12,1.55897272470011e-13,,Heterotrophic prokaryotes,0.023984196,41.69412266
7487,6,8,Prokaryote,Chromatiales,Amoebobacter purpureus,3.6e-11,1.80891705802918e-13,,Heterotrophic prokaryotes,0.00502477,199.0140998
7488,6,8,Prokaryote,Chromatiales,Amoebobacter roseus,5e-12,1.23335253956535e-14,,Heterotrophic prokaryotes,0.002466705,405.3990923
7489,6,8,Prokaryote,Chromatiales,Amoebobaeter pendens,5e-12,1.94138825672324e-14,,Heterotrophic prokaryotes,0.003882777,257.5476586
7490,6,8,Prokaryote,Chromatiales,Chromatium vinosum,1.5e-12,1.50743088169099e-15,,Heterotrophic prokaryotes,0.001004954,995.0704992
7491,6,8,Prokaryote,Chromatiales,Thiocapsa roseopersicina,1e-12,2.55806452650591e-15,,Heterotrophic prokaryotes,0.002558065,390.9205533
7492,6,8,Prokaryote,Chromatiales,Thiocystis violacea,1.1e-11,1.25619240140915e-14,,Heterotrophic prokaryotes,0.001141993,875.6620393
47,6,8,Prokaryote,Chroococcales,Anacystis nidulans,4e-12,1.34288399287435e-15,,Cyanobacteria,0.000335721,2978.663847
1771,6,8,Prokaryote,Chroococcales,Coccochloris peniocystis,1e-12,3.94867996340008e-15,,Cyanobacteria,0.00394868,253.2491894
